platform_user_id,coord_cluster,fast_replier,seeder,awakened,regular,fringe_seed,suspicion,n_lenses,handle,followers_count,verified
2064676163792883712,True,True,False,False,False,False,True,3,senator047,6776,False
2034598374826237952,True,False,False,False,False,False,True,2,legend_kir,0,False
2059397420862111745,True,False,False,False,False,False,True,2,nja6m,0,False
2062843599364952064,True,False,False,False,False,False,True,2,eliis5xe,6,False
2041489138671632384,True,False,False,False,False,False,True,2,shuebismaa,10,False
2063137669001957376,True,False,False,False,False,False,True,2,AlexWashin1z,27,False
2015975786348445701,True,False,False,False,False,False,True,2,DaygoCall69948,29,False
2048376865023217664,True,False,False,False,False,False,True,2,bnyabuto820,29,False
2053728623832571904,True,False,False,False,False,False,True,2,JoelOdwar254,42,False
1855370723684200448,True,False,False,False,False,True,False,2,JoshuaNdeg91985,54,False
2031353682508525570,True,False,False,False,False,False,True,2,Mukene399456,75,False
2076284225007890432,True,False,False,False,False,False,True,2,MiaRashidtgp,80,False
1305907394539655168,True,False,False,True,False,False,False,2,joshnyongesa,153,False
2044759233627877376,True,False,False,False,False,True,False,2,GlobMoneyAgenda,337,False
1907107770,True,False,False,False,False,True,False,2,damarismaina3,471,False
2061535876908281856,True,False,False,False,False,False,True,2,Nodez_72,938,False
2046514399473512448,True,False,False,False,False,False,True,2,marto571311380,969,False
1730460604362539008,True,True,False,False,False,False,False,2,CCarusheey,1093,False
2054653872870711296,True,False,False,False,False,False,True,2,Queen254Trails,1190,False
987797471991508992,True,True,False,False,False,False,False,2,denismuthee99,1309,False
2056263085216665600,True,False,False,False,False,False,True,2,Abdullah76000,1338,False
1816719163399733248,True,True,False,False,False,False,False,2,Yussih_,1938,False
1160844364614164486,True,True,False,False,False,False,False,2,JohnmarkMarco2,1968,False
2065509882912972801,True,False,False,False,False,False,True,2,_KemuntoM,2001,False
1322152570316607489,True,True,False,False,False,False,False,2,Victor35167777,2021,False
1500874531052920842,True,True,False,False,False,False,False,2,Mzee_Mzae,2275,False
2734870491,True,True,False,False,False,False,False,2,comogolla,2345,False
2052078318904614913,True,False,False,False,False,False,True,2,DoctorPhil254,2351,False
2062304821164556289,True,False,False,False,False,False,True,2,NovaKiteh,2898,False
2057397236275855361,True,False,False,False,False,False,True,2,KE_musyoki,4714,False
2182054101,True,False,True,False,False,False,False,2,johnmark254,5305,False
1978371903078191104,True,False,False,False,False,False,False,1,MakueniFines_t,0,False
1998717729134837761,False,False,False,False,False,False,True,1,LzrS18611,0,False
2008761559557066752,False,False,False,False,False,False,True,1,wpu1779142,0,False
2012871101312024576,False,False,False,False,False,False,True,1,hope_see93081,0,False
2014003327315656704,False,False,False,False,False,False,True,1,LinkedIn1011838,0,False
2018660410010865664,False,False,False,False,False,False,True,1,RasRasto68867,0,False
2019293416719273984,False,False,False,False,False,False,True,1,KelvinK17235,0,False
2019350313388634115,False,False,False,False,False,False,True,1,dy_aquariu40195,0,False
2023479854780608514,False,False,False,False,False,False,True,1,ish_blesse50700,0,False
2026554299095085056,False,False,False,False,False,False,True,1,diez_ellgnz,0,False
2026640460169760768,False,False,False,False,False,False,True,1,Edith430619,0,False
2028612387646115840,False,False,False,False,False,False,True,1,QuizRei53536,0,False
2031638166629920768,False,False,False,False,False,False,True,1,mbui_jane,0,False
2031707146703032321,False,False,False,False,False,False,True,1,emilly_marqs_jk,0,False
2034670069838667776,False,False,False,False,False,False,True,1,JC4opb,0,False
2035914739784585216,False,False,False,False,False,False,True,1,miabss,0,False
2036136965616373760,False,False,False,False,False,False,True,1,Dongs3r,0,False
2037945442953015296,False,False,False,False,False,False,True,1,NickeeshaB68140,0,False
2039370539542736896,False,False,False,False,False,False,True,1,ian846600,0,False
2039752829930266624,False,False,False,False,False,False,True,1,WaisakaChi96001,0,False
